,Submarket,Housing_Type,Cluster
64627,Mecklenburg County 11 (NC), Condominium,4
64628,Mecklenburg County 29 (NC), Single Family,1
64629,Mecklenburg County 29 (NC), Townhouse,1
64630,Mecklenburg County 29 (NC), Townhouse,1
64631,Mecklenburg County 29 (NC), Townhouse,1
64632,Mecklenburg County 29 (NC), Townhouse,1
64633,Mecklenburg County 11 (NC), Single Family,3
64634,Huntersville, Single Family,2
64635,Huntersville, Single Family,2
64636,Huntersville, Single Family,2
64637,Huntersville, Single Family,2
64638,Mecklenburg County 30 (NC), Single Family,3
64639,Mecklenburg County 30 (NC), Single Family,3
64640,Mecklenburg County 30 (NC), Townhouse,1
64641,Mecklenburg County 30 (NC), Townhouse,1
64642,Mecklenburg County 30 (NC), Townhouse,1
64643,Mecklenburg County 26 (NC), Single Family,3
64644,Mecklenburg County 26 (NC), Single Family,3
64645,Mecklenburg County 26 (NC), Single Family,3
64646,Mecklenburg County 26 (NC), Single Family,3
64647,Mecklenburg County 26 (NC), Single Family,3
64648,Mecklenburg County 26 (NC), Single Family,3
64649,Mecklenburg County 6 (NC), Single Family,3
64650,Mecklenburg County 6 (NC), Single Family,3
64651,Huntersville, Single Family,2
64652,Huntersville, Single Family,2
64653,Mecklenburg County 19 (NC), Single Family,3
64654,Mecklenburg County 14 (NC), Single Family,3
64655,Mecklenburg County 14 (NC), Single Family,3
64656,Mecklenburg County 28 (NC), Single Family,3
64657,Mecklenburg County 1 (NC), Townhouse,1
64658,Mecklenburg County 26 (NC), Single Family,3
64659,Mecklenburg County 16 (NC), Single Family,3
64660,Mecklenburg County 27 (NC), Single Family,3
64661,Mecklenburg County 14 (NC), Single Family,3
64662,Mecklenburg County 7 (NC), Single Family,3
64663,Mecklenburg County 7 (NC), Single Family,3
64664,Mecklenburg County 21 (NC), Single Family,3
64665,Mecklenburg County 21 (NC), Single Family,3
64666,Mecklenburg County 6 (NC), Single Family,3
64667,Mecklenburg County 6 (NC), Single Family,3
64668,Mecklenburg County 6 (NC), Single Family,3
64669,Mecklenburg County 12 (NC), Single Family,3
64670,Mecklenburg County 12 (NC), Single Family,3
64671,Mecklenburg County 10 (NC), Single Family,3
64672,Mecklenburg County 15 (NC), Single Family,3
64673,Mecklenburg County 10 (NC), Single Family,3
64674,Mecklenburg County 22 (NC), Single Family,3
64675,Mecklenburg County 34 (NC), Single Family,3
64676,Mecklenburg County 34 (NC), Single Family,3
64677,Mecklenburg County 34 (NC), Single Family,3
64678,Mecklenburg County 34 (NC), Single Family,3
64679,Davidson, Single Family,3
64680,Davidson, Single Family,3
64681,Davidson, Single Family,3
64682,Davidson, Single Family,3
64683,Davidson, Single Family,3
64684,Davidson, Single Family,3
64685,Davidson, Single Family,3
64686,Davidson, Single Family,3
64687,Mecklenburg County 34 (NC), Condominium,4
64688,Mecklenburg County 34 (NC), Condominium,4
64689,Mecklenburg County 34 (NC), Condominium,4
64690,Cornelius, Single Family,4
64691,Cornelius, Single Family,4
64692,Cornelius, Single Family,4
64693,Cornelius, Single Family,4
64694,Cornelius, Single Family,4
64695,Cornelius, Single Family,4
64696,Cornelius, Single Family,4
64697,Cornelius, Single Family,4
64698,Cornelius, Single Family,4
64699,Cornelius, Single Family,4
64700,Cornelius, Single Family,4
64701,Mecklenburg County 34 (NC), Single Family,3
64702,Mecklenburg County 14 (NC), Single Family,3
64703,Mecklenburg County 24 (NC), Single Family,3
64704,Mecklenburg County 27 (NC), Single Family,3
64705,Mecklenburg County 27 (NC), Single Family,3
64706,Mecklenburg County 36 (NC), Single Family,3
64707,Mecklenburg County 36 (NC), Single Family,3
64708,Mecklenburg County 36 (NC), Single Family,3
64709,Mecklenburg County 36 (NC), Single Family,3
64710,Mecklenburg County 36 (NC), Single Family,3
64711,Mecklenburg County 36 (NC), Single Family,3
64712,Mecklenburg County 36 (NC), Single Family,3
64713,Mecklenburg County 36 (NC), Single Family,3
64714,Mecklenburg County 36 (NC), Single Family,3
64715,Mecklenburg County 15 (NC), Single Family,3
64716,Mecklenburg County 15 (NC), Single Family,3
64717,Mecklenburg County 15 (NC), Single Family,3
64718,Matthews, Single Family,3
64719,Mecklenburg County 23 (NC), Single Family,3
64720,Mecklenburg County 23 (NC), Single Family,3
64721,Mecklenburg County 36 (NC), Single Family,3
64722,Mecklenburg County 36 (NC), Single Family,3
64723,Mecklenburg County 36 (NC), Single Family,3
64724,Mecklenburg County 36 (NC), Single Family,3
64725,Mecklenburg County 36 (NC), Single Family,3
64726,Mecklenburg County 36 (NC), Single Family,3
64727,Mecklenburg County 36 (NC), Single Family,3
64728,Charlotte, Condominium,4
64729,Charlotte, Condominium,4
64730,Charlotte, Condominium,4
64731,Mint Hill, Single Family,3
64732,Mecklenburg County 6 (NC), Single Family,3
64733,Mecklenburg County 7 (NC), Single Family,3
64734,Mecklenburg County 6 (NC), Single Family,3
64735,Mecklenburg County 7 (NC), Single Family,3
64736,Mecklenburg County 6 (NC), Single Family,3
64737,Mecklenburg County 7 (NC), Single Family,3
64738,Mecklenburg County 16 (NC), Single Family,3
64739,Mecklenburg County 16 (NC), Single Family,3
64740,Mecklenburg County 6 (NC), Single Family,3
64741,Mecklenburg County 6 (NC), Single Family,3
64742,Mecklenburg County 6 (NC), Single Family,3
64743,Mecklenburg County 6 (NC), Single Family,3
64744,Mecklenburg County 6 (NC), Single Family,3
64745,Huntersville, Single Family,2
64746,Huntersville, Single Family,2
64747,Huntersville, Single Family,2
64748,Mecklenburg County 36 (NC), Single Family,3
64749,Mecklenburg County 36 (NC), Single Family,3
64750,Mecklenburg County 36 (NC), Single Family,3
64751,Mecklenburg County 36 (NC), Single Family,3
64752,Mecklenburg County 36 (NC), Single Family,3
64753,Mecklenburg County 36 (NC), Single Family,3
64754,Mecklenburg County 36 (NC), Single Family,3
64755,Mecklenburg County 36 (NC), Single Family,3
64756,Mecklenburg County 36 (NC), Single Family,3
64757,Mecklenburg County 36 (NC), Single Family,3
64758,Mecklenburg County 36 (NC), Single Family,3
64759,Mecklenburg County 29 (NC), Single Family,1
64760,Mecklenburg County 29 (NC), Single Family,1
64761,Mecklenburg County 29 (NC), Single Family,1
64762,Mecklenburg County 10 (NC), Single Family,3
64763,Mecklenburg County 10 (NC), Single Family,3
64764,Mecklenburg County 7 (NC), Single Family,3
64765,Mecklenburg County 7 (NC), Single Family,3
64766,Mecklenburg County 15 (NC), Single Family,3
64767,Mecklenburg County 15 (NC), Single Family,3
64768,Mecklenburg County 18 (NC), Single Family,3
64769,Mecklenburg County 18 (NC), Single Family,3
64770,Mecklenburg County 18 (NC), Single Family,3
64771,Mecklenburg County 18 (NC), Single Family,3
64772,Mecklenburg County 9 (NC), Single Family,3
64773,Mecklenburg County 7 (NC), Single Family,3
64774,Mecklenburg County 28 (NC), Single Family,3
64775,Mecklenburg County 28 (NC), Single Family,3
64776,Mecklenburg County 28 (NC), Single Family,3
64777,Mecklenburg County 28 (NC), Single Family,3
64778,Mecklenburg County 28 (NC), Single Family,3
64779,Huntersville, Single Family,2
64780,Mecklenburg County 29 (NC), Single Family,1
64781,Huntersville, Single Family,2
64782,Huntersville, Single Family,2
64783,Huntersville, Single Family,2
64784,Huntersville, Single Family,2
64785,Huntersville, Single Family,2
64786,Huntersville, Single Family,2
64787,Mecklenburg County 10 (NC), Single Family,3
64788,Mecklenburg County 10 (NC), Single Family,3
64789,Mecklenburg County 10 (NC), Single Family,3
64790,Mecklenburg County 10 (NC), Single Family,3
64791,Mecklenburg County 10 (NC), Single Family,3
64792,Mecklenburg County 10 (NC), Single Family,3
64793,Mecklenburg County 10 (NC), Single Family,3
64794,Mecklenburg County 1 (NC), Condominium,4
64795,Pineville, Single Family,3
64796,Pineville, Single Family,3
64797,Pineville, Single Family,3
64798,Pineville, Single Family,3
64799,Pineville, Single Family,3
64800,Mecklenburg County 36 (NC), Single Family,3
64801,Mecklenburg County 36 (NC), Single Family,3
64802,Mecklenburg County 36 (NC), Single Family,3
64803,Mecklenburg County 36 (NC), Single Family,3
64804,Cornelius, Condominium,4
64805,Cornelius, Condominium,4
64806,Cornelius, Townhouse,4
64807,Cornelius, Townhouse,4
64808,Cornelius, Townhouse,4
64809,Cornelius, Condominium,4
64810,Cornelius, Condominium,4
64811,Mecklenburg County 28 (NC), Single Family,3
64812,Mecklenburg County 28 (NC), Single Family,3
64813,Mecklenburg County 28 (NC), Single Family,3
64814,Mecklenburg County 28 (NC), Single Family,3
64815,Mecklenburg County 28 (NC), Single Family,3
64816,Mecklenburg County 28 (NC), Single Family,3
64817,Mecklenburg County 30 (NC), Single Family,3
64818,Mecklenburg County 30 (NC), Single Family,3
64819,Mecklenburg County 30 (NC), Single Family,3
64820,Mecklenburg County 30 (NC), Single Family,3
64821,Mecklenburg County 30 (NC), Single Family,3
64822,Mecklenburg County 30 (NC), Single Family,3
64823,Mecklenburg County 11 (NC), Condominium,4
64824,Mecklenburg County 11 (NC), Condominium,4
64825,Mecklenburg County 11 (NC), Condominium,4
64826,Mecklenburg County 13 (NC), Single Family,3
64827,Mecklenburg County 28 (NC), Townhouse,1
64828,Mecklenburg County 28 (NC), Townhouse,1
64829,Mecklenburg County 28 (NC), Townhouse,1
64830,Mecklenburg County 28 (NC), Townhouse,1
64831,Mecklenburg County 28 (NC), Single Family,3
64832,Mecklenburg County 36 (NC), Single Family,3
64833,Mecklenburg County 36 (NC), Single Family,3
64834,Mecklenburg County 36 (NC), Single Family,3
64835,Davidson, Single Family,3
64836,Davidson, Single Family,3
64837,Davidson, Single Family,3
64838,Davidson, Single Family,3
64839,Davidson, Single Family,3
64840,Davidson, Single Family,3
64841,Davidson, Single Family,3
64842,Mecklenburg County 29 (NC), Single Family,1
64843,Mecklenburg County 29 (NC), Single Family,1
64844,Mecklenburg County 36 (NC), Single Family,3
64845,Mecklenburg County 36 (NC), Single Family,3
64846,Mecklenburg County 36 (NC), Single Family,3
64847,Mecklenburg County 36 (NC), Single Family,3
64848,Mecklenburg County 29 (NC), Single Family,1
64849,Mecklenburg County 16 (NC), Condominium,4
64850,Mecklenburg County 16 (NC), Condominium,4
64851,Mecklenburg County 28 (NC), Single Family,3
64852,Mecklenburg County 35 (NC), Single Family,0
64853,Mecklenburg County 35 (NC), Single Family,0
64854,Mecklenburg County 27 (NC), Single Family,3
64855,Mecklenburg County 27 (NC), Single Family,3
64856,Mecklenburg County 27 (NC), Single Family,3
64857,Mint Hill, Single Family,3
64858,Mint Hill, Single Family,3
64859,Mint Hill, Single Family,3
64860,Mint Hill, Single Family,3
64861,Mint Hill, Single Family,3
64862,Matthews, Single Family,3
64863,Matthews, Single Family,3
64864,Matthews, Single Family,3
64865,Matthews, Single Family,3
64866,Matthews, Single Family,3
64867,Matthews, Single Family,3
64868,Matthews, Single Family,3
64869,Mecklenburg County 30 (NC), Condominium,4
64870,Mecklenburg County 30 (NC), Condominium,4
64871,Matthews, Single Family,3
64872,Mecklenburg County 14 (NC), Single Family,3
64873,Mecklenburg County 7 (NC), Townhouse,1
64874,Mecklenburg County 7 (NC), Townhouse,1
64875,Mecklenburg County 7 (NC), Townhouse,1
64876,Mecklenburg County 7 (NC), Townhouse,1
64877,Mecklenburg County 17 (NC), Condominium,4
64878,Mecklenburg County 17 (NC), Condominium,4
64879,Mecklenburg County 17 (NC), Condominium,4
64880,Mecklenburg County 17 (NC), Condominium,4
64881,Mecklenburg County 17 (NC), Condominium,4
64882,Mecklenburg County 17 (NC), Condominium,4
64883,Mecklenburg County 17 (NC), Condominium,4
64884,Mecklenburg County 17 (NC), Condominium,4
64885,Mecklenburg County 17 (NC), Condominium,4
64886,Mecklenburg County 15 (NC), Single Family,3
64887,Mecklenburg County 15 (NC), Single Family,3
64888,Mecklenburg County 15 (NC), Single Family,3
64889,Mecklenburg County 15 (NC), Single Family,3
64890,Mecklenburg County 15 (NC), Single Family,3
64891,Mecklenburg County 30 (NC), Single Family,3
64892,Mecklenburg County 16 (NC), Single Family,3
64893,Mecklenburg County 29 (NC), Single Family,1
64894,Huntersville, Single Family,2
64895,Huntersville, Single Family,2
64896,Huntersville, Single Family,2
64897,Huntersville, Single Family,2
64898,Huntersville, Single Family,2
64899,Mecklenburg County 4 (NC), Single Family,3
64900,Matthews, Single Family,3
64901,Mint Hill, Single Family,3
64902,Mint Hill, Single Family,3
64903,Huntersville, Single Family,2
64904,Huntersville, Single Family,2
64905,Huntersville, Single Family,2
64906,Huntersville, Single Family,2
64907,Huntersville, Single Family,2
64908,Huntersville, Single Family,2
64909,Huntersville, Single Family,2
64910,Huntersville, Single Family,2
64911,Huntersville, Single Family,2
64912,Huntersville, Single Family,2
64913,Huntersville, Single Family,2
64914,Mecklenburg County 18 (NC), Single Family,3
64915,Mecklenburg County 15 (NC), Single Family,3
64916,Mecklenburg County 16 (NC), Condominium,4
64917,Mecklenburg County 16 (NC), Single Family,3
64918,Mecklenburg County 28 (NC), Single Family,3
64919,Mecklenburg County 28 (NC), Single Family,3
64920,Mecklenburg County 28 (NC), Single Family,3
64921,Mecklenburg County 28 (NC), Single Family,3
64922,Mecklenburg County 28 (NC), Single Family,3
64923,Cornelius, Single Family,4
64924,Mecklenburg County 7 (NC), Single Family,3
64925,Mecklenburg County 7 (NC), Single Family,3
64926,Mecklenburg County 19 (NC), Single Family,3
64927,Mecklenburg County 19 (NC), Single Family,3
64928,Mecklenburg County 20 (NC), Single Family,3
64929,Mecklenburg County 13 (NC), Single Family,3
64930,Mecklenburg County 13 (NC), Single Family,3
64931,Mecklenburg County 13 (NC), Single Family,3
64932,Mecklenburg County 13 (NC), Single Family,3
64933,Mecklenburg County 13 (NC), Single Family,3
64934,Mecklenburg County 13 (NC), Single Family,3
64935,Mecklenburg County 13 (NC), Single Family,3
64936,Mecklenburg County 13 (NC), Single Family,3
64937,Mecklenburg County 13 (NC), Single Family,3
64938,Mecklenburg County 13 (NC), Single Family,3
64939,Mecklenburg County 13 (NC), Single Family,3
64940,Mecklenburg County 13 (NC), Single Family,3
64941,Mecklenburg County 29 (NC), Single Family,1
64942,Mecklenburg County 29 (NC), Single Family,1
64943,Mecklenburg County 29 (NC), Single Family,1
64944,Matthews, Single Family,3
64945,Matthews, Single Family,3
64946,Matthews, Single Family,3
64947,Matthews, Single Family,3
64948,Matthews, Single Family,3
64949,Mecklenburg County 28 (NC), Single Family,3
64950,Mecklenburg County 34 (NC), Single Family,3
64951,Mecklenburg County 34 (NC), Single Family,3
64952,Mecklenburg County 34 (NC), Single Family,3
64953,Mecklenburg County 34 (NC), Single Family,3
64954,Mecklenburg County 34 (NC), Single Family,3
64955,Mecklenburg County 28 (NC), Single Family,3
64956,Mecklenburg County 28 (NC), Single Family,3
64957,Mecklenburg County 28 (NC), Single Family,3
64958,Mecklenburg County 28 (NC), Single Family,3
64959,Mecklenburg County 28 (NC), Single Family,3
64960,Mecklenburg County 28 (NC), Single Family,3
64961,Mecklenburg County 28 (NC), Single Family,3
64962,Mecklenburg County 28 (NC), Single Family,3
64963,Mecklenburg County 28 (NC), Single Family,3
64964,Mecklenburg County 28 (NC), Single Family,3
64965,Mecklenburg County 28 (NC), Single Family,3
64966,Mecklenburg County 28 (NC), Single Family,3
64967,Mecklenburg County 28 (NC), Single Family,3
64968,Mecklenburg County 28 (NC), Single Family,3
64969,Mecklenburg County 28 (NC), Townhouse,1
64970,Mecklenburg County 28 (NC), Single Family,3
64971,Mecklenburg County 28 (NC), Townhouse,1
64972,Mecklenburg County 28 (NC), Townhouse,1
64973,Mecklenburg County 28 (NC), Townhouse,1
64974,Mecklenburg County 28 (NC), Townhouse,1
64975,Mecklenburg County 28 (NC), Townhouse,1
64976,Mecklenburg County 28 (NC), Single Family,3
64977,Mecklenburg County 28 (NC), Single Family,3
64978,Mecklenburg County 28 (NC), Single Family,3
64979,Mecklenburg County 28 (NC), Single Family,3
64980,Mecklenburg County 3 (NC), Single Family,3
64981,Mecklenburg County 3 (NC), Single Family,3
64982,Mecklenburg County 3 (NC), Single Family,3
64983,Mecklenburg County 34 (NC), Single Family,3
64984,Mecklenburg County 12 (NC), Single Family,3
64985,Mecklenburg County 24 (NC), Single Family,3
64986,Mecklenburg County 23 (NC), Condominium,4
64987,Mecklenburg County 23 (NC), Condominium,4
64988,Mecklenburg County 23 (NC), Condominium,4
64989,Mecklenburg County 23 (NC), Condominium,4
64990,Mecklenburg County 23 (NC), Condominium,4
64991,Mecklenburg County 9 (NC), Single Family,3
